-6.801009712825194065e+00,-7.166418656964574474e+00,-5.996929012300492801e+00,-6.157139219336962732e+00,-7.181162881714973523e+00,-6.209131431415445768e+00,-6.532358854049186370e+00,-6.720799558957706310e+00,-5.391353827030222590e+00,-6.350969535263008225e+00
1.163006392814842915e-02,-3.453233384254731763e-03,-8.169786360377502207e-03,-8.797671316404503256e-03,-2.494225653473588697e-03,-6.535564010517067035e-03,3.610459141115708592e-02,1.265114012542485795e-02,6.620639983876859536e-04,-6.847993856307865029e-03
9.760572764409877755e-03,2.775352355298234437e-03,1.488673673279940039e-02,-2.718645551690164041e-03,6.347869322846954373e-04,9.588520522827745189e-04,1.984719083391308855e-02,1.043427095269162941e-02,3.780934657175888912e-03,-1.079210079614776295e-03
1.490868814745650297e-03,9.302923506529036865e-03,3.630202937193699464e-02,6.885198054400254626e-03,4.366392989650987218e-03,1.023107115617877781e-02,-1.332851273800182007e-02,1.306996088711895408e-03,5.625097272210400831e-03,7.140560004163131434e-03
1.490868814745655935e-03,9.302923506529043804e-03,3.630202937193699464e-02,6.885198054400261565e-03,4.366392989650988952e-03,1.023107115617878475e-02,-1.332851273800180272e-02,1.306996088711900612e-03,5.625097272210407770e-03,7.140560004163136638e-03
8.032227001319721532e-03,-3.794068216597458552e-03,2.966316239205506189e-03,9.056205173681306647e-03,6.638308850024530680e-03,7.176011605483545615e-03,3.565083487537162865e-02,4.926092932097577044e-03,6.247637673540313262e-03,3.781073218063773014e-03
7.170848782494051825e-03,-1.421340895920542718e-03,-1.940393595294347847e-05,9.844480711726060970e-03,-1.384797841982952655e-03,1.023017751840374183e-02,4.117594066442396145e-02,2.920663374435254062e-03,6.907351645458394140e-03,4.337696656705650189e-03
1.137885412138691169e-02,2.472475424707593766e-02,-2.928108452687113242e-02,2.092612141261260272e-02,-1.794963695029131931e-02,-1.940886421267825832e-02,5.957936476789103125e-02,7.814081556444304327e-04,1.889475045050030555e-02,6.635584085118320305e-03
2.502037561258255161e-02,3.961062154424253856e-02,-2.758231143789356341e-02,2.967685603056252619e-02,-5.228174798412441558e-03,-1.033473156630658647e-02,7.681348000881195459e-02,-4.104475668389305498e-03,2.265430524842879101e-02,-4.261243067442119226e-03
1.342867113785343666e-02,-3.973580479521496983e-02,4.840761891676960416e-02,2.419110471739445781e-02,-1.624422616016201609e-02,2.802304941342424055e-02,6.419954739309766123e-02,-2.175375207685148471e-02,3.889768446554114478e-03,-5.293281352537131806e-03
3.575573737444429079e-02,-1.411255872012168178e-02,-4.090138418316204699e-02,2.394040769495973595e-02,-2.531908049931456267e-02,2.574276054473242231e-02,-3.496746414028164412e-02,1.284005074120157450e-02,4.209151066000085828e-05,-1.964646968200910171e-02
-4.350591638409806797e-03,1.272645618990377557e-02,-1.448088568065164288e-03,2.335684358255454840e-02,5.571097949627426722e-03,-5.141550629300909066e-03,-1.950217664576058864e-03,1.107167012752473603e-03,6.147222457864822374e-03,6.640828304736721630e-03
2.160934418645835478e-02,-4.303164770907875352e-04,6.192065344003021884e-04,2.940725244624348839e-02,-3.434433949567243169e-03,1.386906749921150428e-02,3.901421505019928709e-02,1.020353393232116025e-03,5.593245587404564387e-03,-7.159345972353436602e-03
2.744995698964756287e-02,7.428875174550608924e-03,-1.504271361054992234e-02,4.019422310902836387e-02,-3.942068915993431760e-02,3.567953331803921241e-02,-2.087344068859146168e-02,-2.823946958596333656e-02,-2.972038804196365513e-03,-1.827936795856711580e-02
1.607111291382522580e-02,-2.732875024013930315e-02,-4.922988558686251098e-02,4.301837678088693551e-02,-3.325891731042413674e-02,-1.081875384891369841e-02,9.438688017852968348e-02,-2.126275846811873094e-02,-6.953701037946615100e-03,-1.867236931377901435e-02
-3.985477650549639622e-02,1.354754355518947469e-02,3.164690055494794041e-02,-3.014816591328307177e-02,-2.679091932143727942e-02,1.312521462179873713e-02,-6.439486691531445817e-02,-1.008746279006249823e-02,-2.991433190279717269e-03,3.509695268015152348e-03
-2.654331822242737837e-02,2.149050020279378095e-02,-1.474034614510162135e-02,-3.265339532240093406e-02,-6.466488189613367465e-02,-1.325524872064223064e-02,4.107804898045644415e-02,-3.263329680680431694e-02,2.244057984994492097e-04,-1.757220688872182177e-02
8.703023719862219842e-02,-6.541191433143155043e-02,3.711420882512905112e-02,9.710835095715785251e-03,-6.055669162720218185e-02,-1.441412598400049552e-03,-3.567805918838316825e-02,-2.110278353471874840e-02,-5.435033230927290883e-03,-5.793233378129611366e-02
4.825998406013747716e-02,-1.961778934853596404e-02,-2.451843681056241342e-02,7.190694382303427709e-03,-1.800624258988782131e-02,1.895507186426274165e-02,2.725833223721448734e-02,-8.934004959505571081e-03,-9.039411332010267169e-03,-1.190400316063339875e-02
-1.973825603812630683e-02,-1.637195869311305782e-05,-7.380737053383676013e-03,1.702449470861104597e-02,-7.351741435233845670e-03,4.161673198562316177e-03,4.940399149241297277e-02,1.440277710362641156e-02,-4.739582873622980724e-02,-1.658256113272698132e-02
1.335253050055756549e-02,1.857959176785865113e-02,-7.369971494294211799e-03,1.309002939076825064e-02,1.112451940936214252e-02,-4.498311193712596807e-03,1.065305432514725842e-01,6.473175236848225343e-03,-1.359396561226137307e-02,-1.808229652649601463e-02
2.202778941702168355e-02,-9.576679738265675423e-03,-2.037645644815354318e-02,1.545769688654596505e-02,-7.020327708104610875e-02,9.780745478516318994e-03,9.625182318871895737e-02,-2.682950860790184276e-03,-2.410973150810643770e-02,-8.506271402708441565e-02
5.946006282574272349e-03,-8.994230711782216260e-04,-1.183885010188066335e-02,2.835856771594607792e-02,-9.754595285542275174e-03,3.186561954393640761e-02,6.038985043952319054e-02,1.105465729348143432e-02,2.712401574438881580e-03,-1.334444200825560603e-02
7.023404326170970893e-03,3.218712075713287945e-03,6.355001780467567189e-03,2.552636853092209515e-02,-1.862151353932025438e-02,2.361920459225811883e-02,4.943956413593528915e-02,1.012223918542788127e-02,-4.485040261954131163e-03,-9.630952301643205121e-03
1.587095092084760822e-02,-1.341122470119636249e-02,-8.310801107584326469e-03,1.980819865339294300e-02,-3.221172583653049426e-02,1.166260874006101213e-02,3.573800547408515632e-02,-7.798774016698831191e-04,-1.555841026369058668e-02,-1.633983512809878205e-02
6.048313619817882389e-03,4.623690482009104250e-03,3.449558369971278144e-03,1.881928732985194141e-02,-3.976013488175707787e-03,4.415900015496543665e-03,3.690414272796957440e-02,2.099176643131838577e-02,-1.088460103484762938e-03,-7.015833863128055972e-03
4.431653943757805220e-02,-1.084768159259698371e-03,-7.910254310813356199e-03,2.277798204264482040e-02,-2.285987222789436640e-02,1.326154891506847212e-02,-9.476105097738819066e-03,-1.796084547587019353e-02,-4.467449534525405781e-03,-1.366433678765347458e-02
1.881589518775067874e-02,6.405744926482723547e-03,-1.344892934844534732e-02,2.932396572088950479e-02,-3.710610042202758946e-02,-1.148253235129115431e-02,6.531236794959140168e-02,1.501488649757830654e-02,3.400359320550713511e-03,1.056629767420431271e-02
2.822819950448404377e-02,2.243126254059579164e-03,-5.288041913018874315e-03,-4.862262301897692617e-03,2.523772796464626364e-02,1.897659812295739504e-02,1.619342418008710635e-02,2.220127349182116072e-02,-9.661007450423551857e-03,-1.693445428164553311e-03
2.683333888700891508e-03,-6.757889296721475078e-04,8.938309009697058272e-02,-3.193723849287462171e-04,-1.426527293295615229e-02,-3.505742720819314453e-03,-7.692132613572898181e-02,-1.287956965870236045e-02,-1.574344753947768891e-02,-1.778322276584819173e-02
